COU,COUNTRY,VARIABLE,"VARIABLE EXPLANATION",1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992
IRQ,Iraq,AgSECap,"Agricultural Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1726605347.46894,1679861215.00313,1730014784.01071,1845433424.13079,2020942617.18452,2750522977.67338,2846380119.5988,5142160812.35289,5542362845.51432,6154731156.60577,7352443979.60369,8300144095.43531,9379563075.28091,14357782302.872,16821201296.908,22295055293.2573,16841328163.2931,19545885851.9567,23707823099.2434,26223590984.2294,27994860668.337,29675437064.1871,29407392865.7523,43108667946.945,50136700699.3007,62611609192.9825
ISL,Iceland,AgSECap,"Agricultural Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
ISR,Israel,AgSECap,"Agricultural Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2067184107.4035,1826233694.1486,1830138287.49045,1842621848.97913,2123515279.94112,2358588939.4407,2732706245.17206,3597394511.90231,3205570345.22653,3363935099.03308,3537451520.52705,3264898601.64375,3812895274.01802,3943924744.76546,3712923218.40366,3817292148.19154,4109537897.43172,3751666861.60014,3359389244.1261,3932830860.74077,4375251140.07318,4949122876.67226,4615340993.43875,4770982012.6421,4813662337.67303,4770395197.82307
ITA,Italy,AgSECap,"Agricultural Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50820207779.1731,50841728979.8261,52038575622.1374,60412414055.3631,62781470994.9626,67556497736.5126,74575786222.6473,79156360938.1554,86779069857.9669,77516721489.6063,82241424163.5412,90180329855.3034,99528161284.2957,151418180008.392,127918255814.658,116837212202.511,111883397531.794,101944341531.249,99269416626.651,129222392946.578,150228053902.276,154420401601.729,149282359821.749,175345513948.643,172572644943.77,176150794091.408
JAM,Jamaica,AgSECap,"Agricultural Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,275908202.630013,240899626.450526,239698749.026403,246424063.848152,258366596.941753,285693302.761144,282476166.198893,335846895.61131,383699031.750366,384268890.93023,382165842.58226,287381349.605594,227163879.350396,239167722.253045,231216703.812609,230743761.838637,240529208.114433,150771570.393585,129356338.345976,145471145.60117,164720437.715177,182604252.355188,201914186.19242,193258573.843702,175108584.42098,136497851.287117
JPN,Japan,AgSECap,"Agricultural Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,63338380075.4601,70777645023.7384,79030497258.9797,87172616038.309,96652382270.7216,119533218273.066,157865398099.443,172287801507.72,176482318425.684,192672555003.681,229087658835.861,303242767798.751,288602546480.922,278356922416.252,278949315428.329,243384957903.364,253669414928.043,255079778083.083,254992126813.113,362700574451.189,415349184478.982,458419326984.507,419755240030.224,395231439415.775,417679868897.619,442245631608.929
KEN,Kenya,AgSECap,"Agricultural Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,840320227.691596,874421923.521982,915854204.089464,946785506.698162,1008210337.70598,1056333833.14931,1149332487.29961,1318985696.83801,1399715084.3354,1371917999.63814,1646754345.06164,1794084715.52961,1908433333.51179,1991930896.03683,1755053779.95379,1597017047.14676,1435777346.036,1428912874.05544,1344571392.52717,1488439324.35633,1558377881.30642,1559682498.9809,1437114751.87334,1395124848.2448,1279487449.22822,1236657453.11139
KOR,"South Korea",AgSECap,"Agricultural Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2272075207.4504,2749647498.84608,3160932506.05293,3655419177.21918,3895367305.7622,4247841462.66436,5093401482.75233,7062782468.03074,7537526216.39877,9524593722.27491,11662241546.4361,14878443518.4791,17994665360.7343,17615149009.3203,17968875833.0345,18092976408.1038,18721701216.3198,19632388578.5064,19734850360.7512,21474055819.47,25780305811.0077,32366000626.4562,40001756005.6816,44592941720.2485,50814578378.6886,54093027306.7236
LKA,"Sri Lanka",AgSECap,"Agricultural Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,728966196.406657,655985382.615462,639320129.588072,621372817.754326,624035364.275961,613234219.129041,656078651.840734,710262090.594246,649310301.938107,538588605.56033,574504008.381361,305912116.468408,324715286.776865,337267056.774919,319843065.075428,384918755.492306,379985748.64346,400755158.829782,366748790.950654,387829933.296618,396889874.428525,403548195.16787,394903962.076626,417712334.747728,438512319.390334,440934445.55992
LUX,Luxembourg,AgSECap,"Agricultural Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
MAR,Morocco,AgSECap,"Agricultural Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1019931836.84813,1002503605.45965,1127021992.98152,1133114354.12516,1151488960.13935,1291076238.14878,1500223862.23383,1559653289.20989,1630919705.74014,1513320447.33188,1609263964.21113,1758155238.28229,1878447592.49465,1986596571.22265,1528471854.40056,1326746556.93422,1171368897.44922,991032894.052632,917634427.037688,1095444435.53366,1217868377.35413,1268699502.16908,1238014237.24014,1363785182.02516,1412823513.37329,1567742190.56047
MDG,Madagascar,AgSECap,"Agricultural Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,259298779.351416,228436272.391195,198440823.297815,180729762.013739,163942601.603701,165912548.382843,178578047.325748,181337847.311547,188277265.522182,164000452.967793,146719774.745658,154192408.457117,161924269.898644,165492133.716342,135600034.219058,117308298.738465,110703736.953229,98705584.4011798,82701105.0393476,83631676.2542364,60619451.2540125,45569639.5952836,39165668.1450685,47443152.1907446,46526185.6231293,46537918.0605135
MLT,Malta,AgSECap,"Agricultural Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20668393.3046114,18458336.4818252,19983820.1925117,20562052.1796815,20874490.1134144,21631283.3637787,24537155.6419043,24063117.9869736,24845948.5680112,26522894.3424801,29970424.421356,35099093.0035579,39886305.379854,45854149.5265352,43037865.1743697,42131596.3664062,40689994.7849197,39166237.0255335,39089955.3322352,49673861.4443851,58125326.7440984,61860224.7657511,60897096.8620266,67890057.3977411,69471090.5253746,73944638.8596473
MUS,Mauritius,AgSECap,"Agricultural Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,136579346.299037,124991969.427773,125740975.494641,128066564.527645,139046913.23793,156982879.887143,176521675.001293,270918559.631379,277441714.992994,282131175.353484,351707788.535899,417059839.826637,460296685.58944,431538104.3789,378325519.130415,315002226.63543,298650933.343751,257208113.4918,234550087.807688,275403477.463365,307723648.631128,310742033.40333,283794267.578963,303515482.82867,306877723.026034,328159984.250427
MWI,Malawi,AgSECap,"Agricultural Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,140516625.25913,131369024.450362,130590635.781016,142470178.562718,161116443.91199,164984892.915313,145700289.536365,163786937.674666,173720602.090085,186828216.285459,257819339.942111,326635832.512381,392832346.355262,409494351.114026,389661872.877709,336176644.646752,314630146.690821,277055993.867635,236935936.499546,231914648.178784,218973543.312466,227810262.478753,236658145.845984,254389103.480215,274048634.754883,248357862.928037
NIC,Nicaragua,AgSECap,"Agricultural Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
NLD,Netherlands,AgSECap,"Agricultural Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8293240453.95983,8437378475.39293,8927626051.36921,9801031593.50866,10818838248.9925,12748238455.944,15917819313.5116,17927010014.5768,19968385573.1208,20258587657.1601,24439125202.5098,29310099936.6666,33126425866.616,34121216804.553,26823825741.4753,24694151444.0484,22976023151.9754,20250177980.077,20286135794.9603,27270865858.0603,32579756787.9581,33199477306.2269,30822590255.1117,36021951633.571,35434403763.4633,38202974981.6006
NOR,Norway,AgSECap,"Agricultural Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,7354314578.53315,7473782614.35655,7677659428.55797,7776288250.36094,8027046976.91491,8954396635.73199,10383446963.909,11707300770.735,13396545083.7549,13911197906.3371,15592026047.4134,16669915668.555,16972062544.0166,18086753759.9176,16270829167.5625,15774726450.0711,14236492654.9609,12644015430.584,12717174348.0134,15515802718.0738,18408166863.3891,19610579161.078,18112970438.4533,18774245767.1921,17146976749.194,17822533265.8252
NZL,"New Zealand",AgSECap,"Agricultural Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8854752453.15999,7542377871.09777,7174866818.55963,7408953094.8933,7659091940.03568,8045155824.9725,8992268690.4883,9671257228.00347,9639411586.4559,8788407662.69711,8942994447.01713,10235465973.9093,10321611083.044,10875325446.3062,10495264902.2878,9573091392.56322,8682363924.51994,8083775962.7154,7427433806.75863,8111427358.37415,8791473766.7656,9046217970.62015,7964307224.79968,7545248662.44944,6880613174.89146,6126726542.07096
PAK,Pakistan,AgSECap,"Agricultural Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11090524652.1758,11116909099.6901,11102547423.1877,11321299094.3199,11649618496.944,7533398593.89172,6208817289.39861,7322700572.33473,8552660140.57676,9087853312.15086,9377728592.9947,9479695042.15462,9363560936.50731,9535389949.56875,9744774773.5687,8703601767.42292,8268633798.14945,8479212420.7401,7815426209.74715,7833502523.49392,7923138171.99203,8404657156.64849,8012099870.54858,8087599334.90659,8342296041.59881,8799394650.56619
PER,Peru,AgSECap,"Agricultural Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2845629228.75973,2836066542.28835,2889485493.83839,3268031531.72958,3611935451.61005,4159649469.74093,3926277039.83657,3519800319.99305,2817211201.66266,3565903712.08765,4290016103.55182,4629620177.59242,4451121226.80368,3834460656.27573,3657637617.06373,2823993656.24059,3708336474.90946,4050285499.67153,2706028398.71029,4543294078.82387,5368583332.23356,4711960429.4796,4857322816.76849
PHL,Philippines,AgSECap,"Agricultural Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10020467551.1555,9082262798.70841,8215243842.68328,5551910092.81068,4884891562.39101,4405541652.68649,4443113069.45275,4951845256.45161,4375784841.6562,4061764419.39389,3929905741.16551,3837691079.9099,3953917264.45673,3734790466.92523,3878289751.53125,3621381748.45534,3028197721.24461,2862622596.26522,2749406428.51246,2347718848.5402,2249076078.56766,2153567496.30624,2031503146.99962,1833910968.82825,1677730583.4155,1756924142.69795
POL,Poland,AgSECap,"Agricultural Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19798097157.5866,21225128081.1641,22392372707.412,23148513517.3314,24354725480.7815,25839882235.3571,35936333087.9322,37609907221.621,40173548733.3386,46825213890.6778,49950700087.8758,50072679077.5453,41917664709.8399,37122286604.8287,31027766677.7404,45193795165.7787,47213275732.7347,43618136713.015,39306387355.7053,39820164328.6099,33617894068.2953,32477862645.24,28162769223.3904,280459893260.234,739247276463.434,2314656152788.13
PRT,Portugal,AgSECap,"Agricultural Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2378376904.06345,2367499625.88054,2164183210.25916,2376448616.71669,2551057517.012,2902938601.79608,3459554355.8574,3874997779.62845,4410953363.43733,4153876924.6476,3973537846.81581,3962408139.59703,3551452962.70666,3822401359.63243,3559850209.94791,3065999690.80201,2557943179.65028,2274346487.83568,2196782737.11928,2959994207.59142,3596963480.78737,3919639330.14072,3909380423.58254,4991864860.30156,5738060130.01907,6881414330.20006
SLV,"El Salvador",AgSECap,"Agricultural Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,377667475.133565,345464078.743317,316277761.20094,304592333.297946,284645693.986625,274312116.800133,288984720.001342,306005036.022075,321106326.76663,378340558.146618,439322326.429601,442631253.358583,466798014.897737,466882438.210785,434595919.388878,431580336.344792,455238011.068666,481129523.603588,549879653.164237,376489550.854834,388120108.611848,413767309.96579,440175384.176845,380901469.513018,328692719.186082,329103324.191321
SWE,Sweden,AgSECap,"Agricultural Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9737154798.63607,9762665482.6032,9712438331.60736,10449258988.9538,11141285719.8161,12078708804.4451,13715099676.5639,14691697450.2643,16723060458.2147,17704990112.9215,18831772216.3357,19626618043.0151,21303963349.1496,22485850609.0126,19042070249.9403,15954221027.0421,13881235167.0257,13198193596.0216,13102558280.1755,16041147221.5441,18319176796.3291,19747737692.5281,19563296989.9989,21893332312.1491,21309473995.0203,20771081242.4181
SYR,Syria,AgSECap,"Agricultural Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,879412725.80245,884118500.965181,887397946.051968,1052929436.20719,1248973946.0713,1318940891.78695,1567174099.12439,2158394231.35846,2466897869.53305,2682445886.79649,2950950680.0056,3375715102.4104,3789788356.36206,4087874129.52641,4495535557.00361,4433475413.61303,4721620573.34393,5252138076.81167,5790747614.94579,7612701249.87966,9477608331.21763,4221360707.43897,5342275646.90303,6573465353.56555,7337046564.72546,8609803752.9937
TTO,"Trinidad & Tobago",AgSECap,"Agricultural Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,190361250.74469,166064530.26305,155198673.78934,149471733.360247,160085019.238958,181912734.2712,211991073.991636,294891738.530557,337518585.700557,309377355.658854,341531488.884616,342585401.050499,408524643.667384,474966659.596334,464709333.661879,494934534.578388,507909297.936335,534069995.658416,506233560.262465,324567110.624845,317516505.361318,289217293.797903,253114321.646214,266148251.810317,254594517.065444,262447623.699765
TUN,Tunisia,AgSECap,"Agricultural Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1780506623.70237,1772596617.93313,1836779794.52504,1878444692.37585,1900210418.05765,2090381691.25498,2517182985.13955,2873800099.36313,3133626692.50736,2992540517.80079,3219007988.19652,3523762467.95974,3915395814.62774,4401142756.63978,4001193860.716,3918541338.21174,3886309115.98982,3751711850.50851,3785828109.4868,4208519829.07421,4294203696.63908,4464857404.78367,4269927890.46645,4881604550.53949,5001819277.84179,5642690639.40886
TUR,Turkey,AgSECap,"Agricultural Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10674296351.2781,11060198244.3794,11423007008.7193,10429261549.152,8450928937.49912,10205555822.6344,12228011452.078,15101865660.5462,16250492422.349,17891286252.66,20388394309.1545,21395344918.846,26894462877.4776,20702148800.6347,18626993714.168,15984202359.4813,15025198648.7598,13722391301.7612,13512666394.4319,13717294879.4818,15091789453.4142,15324729373.8556,16188499204.3417,19999376218.5229,20265810317.7791,19689896716.248
TWN,"Taiwan, China",AgSECap,"Agricultural Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2632175321.7768,2847522879.35667,2999808791.31055,3041645423.76103,3149870095.5375,3428558926.68119,4348514901.08837,5719178012.19438,5399567934.08199,5525207276.87391,5689926895.50467,6031785873.70249,6722360722.75408,7115446913.61661,7200159455.9995,6972670113.86858,6749093301.35723,6665350233.85924,6361046274.15114,7044488329.19412,8211892197.88679,9406659417.9761,10565765362.6174,10660243412.7731,10855931509.4888,11734063694.2381
TZA,Tanzania,AgSECap,"Agricultural Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,315391493.978598,348338752.257401,375060821.796758,406515471.642895,441374957.853281,488511160.611554,558862093.488356,635842627.28934,686170795.704702,778341016.472549,936970910.754834,1132257285.8766,1163069483.10568,1278854043.48799,1434607175.82067,1489920002.33408,1510173342.05945,1348447951.03739,1566269650.12145,1269721902.59949,699356872.807599,584801302.840584,965684896.451052,1355290372.37495,2136090701.41631,2273925448.69675
URY,Uruguay,AgSECap,"Agricultural Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,259813530.707298,283272518.644032,369230085.21192,432835765.358511,545817738.197562,487836143.68141,638630585.329684,795938728.717903,672321153.74169,646089955.578251,690779980.496321,775881061.818474,1050645334.73307,1308670691.19124,1309780103.16925,1113565287.23942,606069361.609801,536509048.009247,478592840.048871,508855133.495338,542697581.020449,526498557.813338,512142253.553232,495033442.985099,512548447.226208,463658147.957567
USA,"United States",AgSECap,"Agricultural Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,250155686570.724,251649713209.693,260966004973.07,264474050333.25,267041311496.676,268090044657.4,273931623680.221,289418962765.805,306904105290.619,313753817422.814,328167211856.245,346691515442.171,362164030204.001,414355139145.244,416370837898.685,406656866665.412,385507888725.411,369391009278.162,355381574810.186,344606424535.794,331153178200.489,319913658166.342,307111520749.895,295341335694.774,279486130740.152,264732179614.702
VEN,Venezuela,AgSECap,"Agricultural Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11720589716.7781,11379578790.3379,10759366662.1785,10358313683.256,10344446618.2146,10287786016.4196,10675670689.8844,13741878002.3197,12449359333.9394,12082725466.2237,12231373569.3334,11955158623.9078,12969214637.6739,14458073190.405,14596469908.5913,13820363805.6526,13363579325.2191,11038321246.2896,10174322878.983,9543437104.95783,6402443660.26242,7270182171.64899,5952563963.57394,5113335796.76829,4766922609.70468,4748438141.53742
ZAF,"South Africa",AgSECap,"Agricultural Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10824898328.8503,10857458880.9439,11239648343.8644,11295238221.569,11606975036.3887,11568757472.1573,14482818200.8585,15839318869.9803,15180678676.5791,13553660211.693,14374959806.5889,15184851411.2227,16828089406.3111,21054235468.237,19995936056.8881,17562339593.3146,19065539659.517,15665583193.8296,11332093588.4948,12095501117.2247,14482453199.7749,14106803256.967,13430957324.4969,14584072548.8469,14506627912.4417,14904567899.7531
ZWE,Zimbabwe,AgSECap,"Agricultural Fixed Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1258498136.84823,1264975736.12157,1275361089.55817,1092103893.36671,1146672547.86399,1278284173.37764,1476129735.87501,1591768395.12286,1699928454.88193,1645222523.24862,1713702199.57854,1653457086.21465,1746884822.04346,1873372621.02619,1897109910.93741,1944895485.42832,1693706591.38144,1374125924.20833,1082888563.17888,1176237282.22965,1277212210.12452,1364120445.02961,1253440401.18645,1301661813.58031,1161669998.63998,1067337977.42748
ARG,Argentina,TreeCap,"Orchard Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,6362940940.49128,6137124507.71142,5855712338.09882,5251324284.35454,5720343995.01807,7082772699.14994,8221818043.08166,8960394412.7834,8271744410.17441,8998200258.05873,9918644646.17559,10228394627.689,8833969684.70108,7758180714.74267,5683614848.61908,5006554933.97577,5050157083.47477,4414486483.08698,4732543478.15666,5880186320.61708,6277703366.31471,6930779977.68577,7186798961.37661,5414302217.96639,5090817519.90823,5243439695.44264
AUS,Australia,TreeCap,"Orchard Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2145031479.86534,2129736225.60394,1984397556.39885,1904836657.68327,2150517882.06769,2525970665.47679,2885860592.98869,2836803269.64838,2244675997.59204,2301719983.67537,2442584883.02608,2438769299.03396,2329323295.57905,2077342788.85771,1456179347.2141,1324935261.20199,1371184174.85286,1171827740.09724,1194194089.41974,1520338402.34309,1612659837.78479,1737679610.35839,1893984973.66944,1943507408.15275,1954376369.17065,2014416039.82047
AUT,Austria,TreeCap,"Orchard Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,408100350.651305,400498184.247857,345734544.623395,321430174.311126,334217904.911534,348721574.512529,392223624.179081,448484981.458145,318154937.127067,349891399.438815,402512156.887699,400101527.630615,337187951.000895,341490641.97741,226671225.653816,187312280.313192,160574713.551201,153719494.010024,149866981.988801,204697318.148218,227999564.736686,297840268.753713,328747635.034357,340843431.637223,313181705.871541,341412547.614764
BEL,Belgium,TreeCap,"Orchard Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
BLX,Belgium-Luxembourg,TreeCap,"Orchard Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,452548891.851013,462934344.177716,430866288.797791,438636303.675708,508765198.762434,609746341.661116,687429160.990513,702551309.840118,598457208.880698,630954353.193109,681122746.879299,629672976.952453,568441482.697624,483925577.887386,346946162.575837,304676232.22004,302423186.80775,260148352.589862,279346885.954433,357629409.998236,429239336.854501,521513302.294918,595654857.944127,762476815.729396,817012583.270292,879071476.013322
CAN,Canada,TreeCap,"Orchard Capital, 1990 US$",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,592720039.906883,508475018.484477,470314892.272114,509559388.853896,548867060.886286,563815809.379026,622989384.462192,703257863.387682,626801469.817013,560598305.42742,575834369.752107,613469552.737374,563575504.637897,578481148.065381,288660110.318208,280784406.881718,338891869.425106,287938122.620863,315642523.131761,337780212.474592,419821782.924867,429553765.867359,440118862.298909,439919102.561085,421105080.361755,436263601.19866
